ComponentID,JSON_Short,JSON_All,Name,Star_Name2,Star_Name3,NameQuality?,StarNameLen,HasSpaces,Has+-,Mass,Diameter,MassKG,DiamKM,IsClosed,LastUpdated,MassSource,DiameterSource,IsDiameterArcsec,Star_RA,Star_DEC,theta,phi,loc_x,loc_y,loc_z,gal_x,gal_y,gal_z,Star_Distance,Star_Mass,Star_Diameter,Star_Spectra,Star_Luminocity,Luminosity Fixed,Age,Metallicity,ProperMotion,PMAngle,RadialVelocity,Temp (K),StarType,ColorCode,PointsOfInterest,,,,,,,,,,
223101," { starName:""Alphard"", id:223101, galX:-74.319, galY:-133.691, galZ:89.033,  dist:177, color:0xffdba6}, "," { starName:""Alphard"", id:223101, mass:0, diameter:15173, galX:-74.319, galY:-133.691, galZ:89.033,  dist:177, starType:""K3(III)"", temp:4600, color:0xffdba6}, ",Alphard,Alphard,Alphard,6,1,1,1,,1.09E-02,0.00E+00," 15,173 ",0,9/30/2001 0:00,,Fracassini,1,9.459790833,-7.341347222,2.476567449,1.698927007,-138.1397563,108.3276205,-22.61712572,-74.319,-133.691,89.033,177,0,0.0109,K3,II-III,III,0,0.65,0.036,23,-4.4,4600,K3(III),0xffdba6,0,,,,,,,,,,
223201," { starName:""Beta(1) Cygni"", id:223201, galX:178.197, galY:341.196, galZ:28.493,  dist:386, color:0xffd89e}, "," { starName:""Beta(1) Cygni"", id:223201, mass:0, diameter:11971, galX:178.197, galY:341.196, galZ:28.493,  dist:386, starType:""K3(II)"", temp:4600, color:0xffd89e}, ",A1,Beta Cygni,Beta(1) Cygni,6,1,1,1,,8.60E-03,0.00E+00," 11,971 ",0,10/3/2001 0:00,,Fracassini,1,19.51202806,27.959675,5.108237,1.08280794,131.4653323,-314.5799011,180.9761095,178.197,341.196,28.493,386,0,0.0086,K3,II+,II,0,0,,,,4600,K3(II),0xffd89e,"The apparent visual magnitude of +6 listed for component A2 is just an educated guess, given its spectral and luminosity classes.  Components A1 and A2 have a combined apparent visual magnitude of +3.080; they are too close together to be able to measure their visual magnitudes separately.",,,,,,,,,,
223202," { starName:""Beta Cygni"", id:223202, galX:178.197, galY:341.196, galZ:28.493,  dist:386, color:0xb7c7ff}, "," { starName:""Beta Cygni"", id:223202, mass:0, diameter:0, galX:178.197, galY:341.196, galZ:28.493,  dist:386, starType:""B9(V)"", temp:10000, color:0xb7c7ff}, ",A2,Beta Cygni,Beta Cygni,6,1,1,1,,,0.00E+00, -   ,0,10/3/2001 0:00,,,0,19.51202806,27.959675,5.108237,1.08280794,131.4653323,-314.5799011,180.9761095,178.197,341.196,28.493,386,0,0,B9.5,V,V,0,0,,,,10000,B9(V),0xb7c7ff,"The apparent visual magnitude of +6 listed for component A2 is just an educated guess, given its spectral and luminosity classes.  Components A1 and A2 have a combined apparent visual magnitude of +3.080; they are too close together to be able to measure their visual magnitudes separately.",,,,,,,,,,
223203," { starName:""Beta(2) Cygni"", id:223203, galX:173.532, galY:332.385, galZ:27.728,  dist:376, color:0xafc3ff}, "," { starName:""Beta(2) Cygni"", id:223203, mass:0, diameter:344, galX:173.532, galY:332.385, galZ:27.728,  dist:376, starType:""B8(V)"", temp:12300, color:0xafc3ff}, ",B,Beta Cygni,Beta(2) Cygni,6,1,1,1,,2.47E-04,0.00E+00, 344 ,0,10/3/2001 0:00,,Fracassini,1,19.51260556,27.96522222,5.108388189,1.082711123,128.099238,-306.3950498,176.3197626,173.532,332.385,27.728,376,0,0.000247,B8,Ve,V,0,0,,,,12300,B8(V),0xafc3ff,"The apparent visual magnitude of +6 listed for component A2 is just an educated guess, given its spectral and luminosity classes.  Components A1 and A2 have a combined apparent visual magnitude of +3.080; they are too close together to be able to measure their visual magnitudes separately.",,,,,,,,,,
223301," { starName:""Delta Serpentis"", id:223301, galX:134.853, galY:43.317, galZ:155.065,  dist:210, color:0xe4e8ff}, "," { starName:""Delta Serpentis"", id:223301, mass:5.37057E+30, diameter:1392, galX:134.853, galY:43.317, galZ:155.065,  dist:210, starType:""F0(V)"", temp:7350, color:0xe4e8ff}, ",A,Delta Serpentis,Delta Serpentis,6,1,1,1,2.70E+00,1.00E-03,5.37E+30," 1,392 ",0,10/4/2001 0:00,,Fracassini,1,15.58003056,10.53830556,4.078842461,1.386868197,-122.2244661,-166.3912377,38.40749802,134.853,43.317,155.065,210,2.7,0.001,F0,IV,V,0,0,0.077,279,-41.5,7350,F0(V),0xe4e8ff,0,,,,,,,,,,
223302," { starName:""Delta Serpentis"", id:223302, galX:134.853, galY:43.317, galZ:155.065,  dist:210, color:0xe4e8ff}, "," { starName:""Delta Serpentis"", id:223302, mass:5.17166E+30, diameter:0, galX:134.853, galY:43.317, galZ:155.065,  dist:210, starType:""F0(V)"", temp:7350, color:0xe4e8ff}, ",B,Delta Serpentis,Delta Serpentis,6,1,1,1,2.60E+00,,5.17E+30, -   ,0,10/4/2001 0:00,,,0,15.58003056,10.53830556,4.078842461,1.386868197,-122.2244661,-166.3912377,38.40749802,134.853,43.317,155.065,210,2.6,0,F0,IV,V,0,0,0.077,279,-41.5,7350,F0(V),0xe4e8ff,0,,,,,,,,,,
223401," { starName:""Dubhe"", id:223401, galX:-61.289, galY:46.735, galZ:96.738,  dist:123.7, color:0xffe7c4}, "," { starName:""Dubhe"", id:223401, mass:0, diameter:10384, galX:-61.289, galY:46.735, galZ:96.738,  dist:123.7, starType:""K0(III)"", temp:5050, color:0xffe7c4}, ",A,Dubhe,Dubhe,6,1,1,1,,7.46E-03,0.00E+00," 10,384 ",0,10/6/2001 0:00,,Fracassini,1,11.06212944,61.75089444,2.896058716,0.493039903,-56.79195296,14.23149894,108.9670983,-61.289,46.735,96.738,123.7,0,0.00746,K0,IIIa,III,0,0.64,0.136,241,-8.9,5050,K0(III),0xffe7c4,0,,,,,,,,,,
223402," { starName:""Dubhe"", id:223402, galX:-61.289, galY:46.735, galZ:96.738,  dist:123.7, color:0xf6f3ff}, "," { starName:""Dubhe"", id:223402, mass:0, diameter:0, galX:-61.289, galY:46.735, galZ:96.738,  dist:123.7, starType:""F7(V)"", temp:6300, color:0xf6f3ff}, ",B,Dubhe,Dubhe,6,1,1,1,,,0.00E+00, -   ,0,10/6/2001 0:00,,,0,11.06212944,61.75089444,2.896058716,0.493039903,-56.79195296,14.23149894,108.9670983,-61.289,46.735,96.738,123.7,0,0,F7,V,V,0,0.64,0.136,241,-8.9,6300,F7(V),0xf6f3ff,0,,,,,,,,,,
223501," { starName:""Epsilon Pegasi"", id:223501, galX:230.41, galY:523.693, galZ:-354.277,  dist:673, color:0xffd79d}, "," { starName:""Epsilon Pegasi"", id:223501, mass:1.9891E+31, diameter:41468, galX:230.41, galY:523.693, galZ:-354.277,  dist:673, starType:""K2(II)"", temp:4750, color:0xffd79d}, ",Enif,Epsilon Pegasi,Epsilon Pegasi,6,1,1,1,1.00E+01,2.98E-02,1.99E+31," 41,468 ",0,10/7/2001 0:00,Burnham,Fracassini,1,21.73643444,9.874977778,5.69058523,1.398445451,549.9768186,-370.31475,115.4187374,230.41,523.693,-354.277,673,10,0.02979,K2,Ib,II,0,0.845,0.031,91.8,5.2,4750,K2(II),0xffd79d,0,,,,,,,,,,
223601," { starName:""Gamma Draconis"", id:223601, galX:24.463, galY:126.791, galZ:71.693,  dist:147.7, color:0xffcf8d}, "," { starName:""Gamma Draconis"", id:223601, mass:0, diameter:16843, galX:24.463, galY:126.791, galZ:71.693,  dist:147.7, starType:""K5(III)"", temp:4300, color:0xffcf8d}, ",Gamma Drac,Gamma Draconis,Gamma Draconis,6,1,1,1,,1.21E-02,0.00E+00," 16,843 ",0,10/10/2001 0:00,,Fracassini,1,17.94343528,51.48894722,4.697580371,0.672144669,-1.361864119,-91.95762468,115.5734857,24.463,126.791,71.693,147.7,0,0.0121,K5,III,III,0,1.12,0.021,203,-27.6,4300,K5(III),0xffcf8d,0,,,,,,,,,,
223701," { starName:""BD+62°1325"", id:223701, galX:-6.351, galY:18.298, galZ:26.692,  dist:32.98, color:0xffdabf}, "," { starName:""BD+62°1325"", id:223701, mass:0, diameter:0, galX:-6.351, galY:18.298, galZ:26.692,  dist:32.98, starType:""K3(V)"", temp:4600, color:0xffdabf}, ",BD+62°1325,,BD+62°1325,3,1,1,0,,,0.00E+00, -   ,0,11/2/2001 0:00,,,0,13.95891778,61.49294722,3.654436129,0.497541931,-13.71532363,-7.72306884,28.98145106,-6.351,18.298,26.692,32.98,0,0,K3,V,V,0,0,0.226,353.4,-25.3,4600,K3(V),0xffdabf,0,,,,,,,,,,
223801," { starName:""CD-28°694"", id:223801, galX:-128.729, galY:-104.04, galZ:-506.677,  dist:533, color:0xffe2ba}, "," { starName:""CD-28°694"", id:223801, mass:0, diameter:0, galX:-128.729, galY:-104.04, galZ:-506.677,  dist:533, starType:""K1(III)"", temp:4900, color:0xffe2ba}, ",CD-28°694,,CD-28°694,3,1,1,0,,,0.00E+00, -   ,0,10/5/2002 0:00,,,0,2.178241389,-27.78082222,0.570262262,2.055663143,396.9441453,254.575612,-248.4262532,-128.729,-104.04,-506.677,533,0,0,K1,III,III,0,0,0.091,91.3,39.5,4900,K1(III),0xffe2ba,0,,,,,,,,,,
223901," { starName:""SO25300.5+165258"", id:223901, galX:-9.417, galY:3.277, galZ:-7.373,  dist:12.4, color:0xffbb7b}, "," { starName:""SO25300.5+165258"", id:223901, mass:1.39237E+29, diameter:208800, galX:-9.417, galY:3.277, galZ:-7.373,  dist:12.4, starType:""M6(V)"", temp:2510, color:0xffbb7b}, ",Teegarden,SO25300.5+165258,SO25300.5+165258,3,1,1,0,7.00E-02,1.50E-01,1.39E+29," 208,800 ",0,5/30/2003 0:00,,,0,2.883472222,16.88277778,0.754891263,1.276136268,8.642242143,8.130401957,3.601140757,-9.417,3.277,-7.373,12.4,0.07,0.15,M6.5,V,V,0,0,5,0,0,2510,M6(V),0xffbb7b,"Preliminary trigonometric parallax measurements for this star indicated that it was only some 7.8 light-years away, which would have made this star 300,000 times dimmer than the sun &mdash; the most intrinsically dim red dwarf ever discovered (beating out Wolf 359 by a factor of 6 in dimness).&nbsp; Later observations refined this distance upwards to 12.4 light-years, however, meaning that this star isn't as dim as originally thought. <BR>&nbsp;&nbsp;&nbsp;&nbsp; The <A HREF=""http://www.chara.gsu.edu/RECONS/new.SO025300.5+165258.htm"">RECONS article on this star</A> indicates that the distance to this object is still up for debate.&nbsp; The strengths of the star's spectral bands of Calcium Hydride (CaH<SUB>2</SUB>) and Titanium Oxide (TiO<SUB>5</SUB>) indicate that it's probably not metal-poor, so this star is probably Luminosity Class V, not Luminosity Class VI.",,,,,,,,,,
224001," { starName:""LHS 1723"", id:224001, galX:-14.561, galY:-6.728, galZ:-7.832,  dist:17.85, color:0xffce81}, "," { starName:""LHS 1723"", id:224001, mass:3.122887E+29, diameter:0, galX:-14.561, galY:-6.728, galZ:-7.832,  dist:17.85, starType:""M3(V)"", temp:3020, color:0xffce81}, ",LHS 1723,,LHS 1723,6,1,1,1,1.57E-01,,3.12E+29, -   ,0,3/19/2004 0:00,RECONS,,0,5.0325,-5.053611111,1.317505419,1.65899848,4.455665141,17.21328579,-1.572367842,-14.561,-6.728,-7.832,17.85,0.157,0,M3.5,V,V,0,0,0.786,226.7,0,3020,M3(V),0xffce81,0,,,,,,,,,,
224101," { starName:""DENIS 1048"", id:224101, galX:1.801, galY:-12.335, galZ:4.217,  dist:13.16, color:0xffc66d}, "," { starName:""DENIS 1048"", id:224101, mass:2.247683E+29, diameter:0, galX:1.801, galY:-12.335, galZ:4.217,  dist:13.16, starType:""M8(V)"", temp:2170, color:0xffc66d}, ",DENIS 1048,,DENIS 1048,6,1,1,1,1.13E-01,,2.25E+29, -   ,0,7/22/2005 0:00,RECONS,,0,10.80408333,-38.06497222,2.828502402,2.235155422,-9.857339533,3.191197684,-8.113859419,1.801,-12.335,4.217,13.16,0.113,0,M8.5,V,V,0,0,1.515,229.6,0,2170,M8(V),0xffc66d,"This red dwarf spins at 27 kilometers per second, which was what probably caused it to throw of two giant radio flares in 2002.",,,,,,,,,,
224201," { starName:""A"", id:224201, galX:-11.558, galY:-3.896, galZ:-18.754,  dist:22.37, color:0xffce81}, "," { starName:""A"", id:224201, mass:0, diameter:0, galX:-11.558, galY:-3.896, galZ:-18.754,  dist:22.37, starType:""M3(V)"", temp:3020, color:0xffce81}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/19/2004 0:00,,,0,3.030861111,-15.40805556,0.793477583,1.839717628,15.12574675,15.37215748,-5.943522497,-11.558,-3.896,-18.754,22.37,0,0,M3,0,V,0,0,0.464,234.5,0,3020,M3(V),0xffce81,0,,,,,,,,,,
224202," { starName:""B"", id:224202, galX:-11.558, galY:-3.896, galZ:-18.754,  dist:22.37, color:0xffc97f}, "," { starName:""B"", id:224202, mass:0, diameter:0, galX:-11.558, galY:-3.896, galZ:-18.754,  dist:22.37, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/19/2004 0:00,,,0,3.030861111,-15.40805556,0.793477583,1.839717628,15.12574675,15.37215748,-5.943522497,-11.558,-3.896,-18.754,22.37,0,0,,,,0,0,0.464,234.5,0,5000,,0xffc97f,0,,,,,,,,,,
224203," { starName:""C"", id:224203, galX:-11.558, galY:-3.896, galZ:-18.754,  dist:22.37, color:0xffc97f}, "," { starName:""C"", id:224203, mass:0, diameter:0, galX:-11.558, galY:-3.896, galZ:-18.754,  dist:22.37, starType:"""", temp:5000, color:0xffc97f}, ",C,,C,1,0,1,0,,,0.00E+00, -   ,0,3/19/2004 0:00,,,0,3.030861111,-15.40805556,0.793477583,1.839717628,15.12574675,15.37215748,-5.943522497,-11.558,-3.896,-18.754,22.37,0,0,,,,0,0,0.464,234.5,0,5000,,0xffc97f,0,,,,,,,,,,
224301," { starName:""BD+6°652"", id:224301, galX:-81.24, galY:-8.921, galZ:-45.592,  dist:93.58, color:0xfff8f8}, "," { starName:""BD+6°652"", id:224301, mass:0, diameter:0, galX:-81.24, galY:-8.921, galZ:-45.592,  dist:93.58, starType:""G0(V)"", temp:5920, color:0xfff8f8}, ",BD+6°652,,BD+6°652,3,1,1,0,,,0.00E+00, -   ,0,9/11/2004 0:00,,,0,4.271248889,7.159377778,1.118210344,1.445841612,40.60278832,83.5021422,11.6628568,-81.24,-8.921,-45.592,93.58,0,0,G0,V,V,0,0,0.102,247.7,0,5920,G0(V),0xfff8f8,0,,,,,,,,,,
224401," { starName:""AB Doradus"", id:224401, galX:2.982, galY:-40.734, galZ:-26.65,  dist:48.77, color:0xffe2ba}, "," { starName:""AB Doradus"", id:224401, mass:0, diameter:0, galX:2.982, galY:-40.734, galZ:-26.65,  dist:48.77, starType:""K1(III)"", temp:4900, color:0xffe2ba}, ",A,AB Doradus,AB Doradus,5,1,0,1,,,0.00E+00, -   ,0,1/20/2005 0:00,,,0,5.479118889,-64.55142972,1.434429971,2.697431312,2.848913455,20.76195587,-44.03791299,2.982,-40.734,-26.65,48.77,0,0,K1,IIIp,III,0,0,0.14,20.9,28,4900,K1(III),0xffe2ba,"The distance measured to this star by Hipparcos is inconsistent with the reported luminosity class of the A component.  Either this star is much further away than this, or the A component is a main sequence star and not a red giant at all.",,,,,,,,,,
224402," { starName:""AB Doradus"", id:224402, galX:0, galY:0, galZ:0,  dist:0, color:0xffce81}, "," { starName:""AB Doradus"", id:224402, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:""M3(V)"", temp:3020, color:0xffce81}, ",B,AB Doradus,AB Doradus,5,1,0,1,,,0.00E+00, -   ,0,1/20/2005 0:00,,,0,5.479166667,-64.55333333,1.434442479,2.697464537,0,0,0,0,0,0,0,0,0,M3.5,V,V,0,0,0.14,20.9,28,3020,M3(V),0xffce81,"The distance measured to this star by Hipparcos is inconsistent with the reported luminosity class of the A component.  Either this star is much further away than this, or the A component is a main sequence star and not a red giant at all.",,,,,,,,,,
224501," { starName:""V491 Persei"", id:224501, galX:-62.406, galY:22.106, galZ:-11.337,  dist:67.17, color:0xfff4e8}, "," { starName:""V491 Persei"", id:224501, mass:0, diameter:0, galX:-62.406, galY:22.106, galZ:-11.337,  dist:67.17, starType:""G5(V)"", temp:5520, color:0xfff4e8}, ",A,V491 Persei,V491 Persei,6,1,1,1,,,0.00E+00, -   ,0,3/16/2005 0:00,,,0,4.126215,38.07461944,1.080240561,0.906268856,24.91110686,46.64108281,41.42288075,-62.406,22.106,-11.337,67.17,0,0,G5,V,V,0,0,0.283,140.5,26.5,5520,G5(V),0xfff4e8,0,,,,,,,,,,
224502," { starName:""V491 Persei"", id:224502, galX:-62.406, galY:22.106, galZ:-11.337,  dist:67.17, color:0xffe3c4}, "," { starName:""V491 Persei"", id:224502, mass:0, diameter:0, galX:-62.406, galY:22.106, galZ:-11.337,  dist:67.17, starType:""K2(V)"", temp:4750, color:0xffe3c4}, ",B,V491 Persei,V491 Persei,6,1,1,1,,,0.00E+00, -   ,0,3/16/2005 0:00,,,0,4.126215,38.07461944,1.080240561,0.906268856,24.91110686,46.64108281,41.42288075,-62.406,22.106,-11.337,67.17,0,0,K2,V,V,0,0,0.283,140.5,26.5,4750,K2(V),0xffe3c4,0,,,,,,,,,,
224601," { starName:""SIPS 1259-"", id:224601, galX:6.352, galY:-9.074, galZ:4.068,  dist:11.8, color:0xffc66d}, "," { starName:""SIPS 1259-"", id:224601, mass:1.9891E+29, diameter:0, galX:6.352, galY:-9.074, galZ:4.068,  dist:11.8, starType:""M8(V)"", temp:2170, color:0xffc66d}, ",SIPS 1259-,,SIPS 1259-,3,1,1,0,1.00E-01,,1.99E+29, -   ,0,7/22/2005 0:00,,,0,12.98465556,-42.393275,3.399374875,2.310698556,-8.426753338,-2.22169846,-7.955745354,6.352,-9.074,4.068,11.8,0.1,0,M8,V,V,0,0,1.13,346.7,0,2170,M8(V),0xffc66d,0,,,,,,,,,,
224701," { starName:""Wei"", id:224701, galX:64.015, galY:-11.702, galZ:7.246,  dist:65.48, color:0xffe0b3}, "," { starName:""Wei"", id:224701, mass:0, diameter:43152000, galX:64.015, galY:-11.702, galZ:7.246,  dist:65.48, starType:""K2(III)"", temp:4750, color:0xffe0b3}, ",Wei,Wei,Wei,6,1,1,1,,3.10E+01,0.00E+00," 43,152,000 ",0,4/25/2006 0:00,,,0,16.83606111,-33.70674444,4.407670492,2.159089997,-16.3429661,-51.96262924,-36.33762542,64.015,-11.702,7.246,65.48,0,31,K2,IIIb,III,0,0,0.662,292.6,-2.5,4750,K2(III),0xffe0b3,0,,,,,,,,,,
224801," { starName:""LP 944-20"", id:224801, galX:-8.116, galY:-11.575, galZ:-18.773,  dist:23.5, color:0x9bb3ff}, "," { starName:""LP 944-20"", id:224801, mass:0, diameter:0, galX:-8.116, galY:-11.575, galZ:-18.773,  dist:23.5, starType:""M9(V)"", temp:2000, color:0x9bb3ff}, ",LP 944-20,,LP 944-20,2,1,0,0,,,0.00E+00, -   ,0,6/5/2006 0:00,,,0,3.659783333,-34.57108333,0.958129036,2.174175557,11.12750088,15.83092337,-13.33456372,-8.116,-11.575,-18.773,23.5,0,0,M9,V,V,0,0,0.439,47.6,0,2000,M9(V),0x9bb3ff,"ARICNS lists a distance to this star of 16.2 light-years, which would make it unbelievably dim.",,,,,,,,,,
,,,,,,,,,,,,, -   ,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,5000,,0xffc97f,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
